title,release_year,popularity
Assassin(s),1997,2.499591
Union Pacific,1939,1.378422
A Boy Named Charlie Brown,1969,1.852328
"Snoopy, Come Home",1972,1.811747
A Soldier's Sweetheart,1998,0.053375
The Science of Sleep,2006,10.603991
City for Conquest,1940,1.461503
Initial D,2005,4.331811
Wicked,1998,2.045542
The Long Voyage Home,1940,5.72178
Not as a Stranger,1955,0.294175
The Black Dahlia,2006,6.506572
The Woods,2006,3.601261
Everyone's Hero,2006,5.787334
Gridiron Gang,2006,5.025475
The Seventh Continent,1989,5.694032
Aaltra,2004,0.692062
Wonder Man,1945,2.395994
Lisbon Story,1994,1.218279
Streamers,1983,0.225313
Land of Plenty,2004,1.824186
Lemming,2005,2.753316
Taxidermia,2006,5.141933
Flight from Death: The Quest for Immortality,2003,0.296731
Yuva,2004,0.507051
Mondo Topless,1966,1.075191
The Bridge,2006,3.800868
Vixen!,1968,1.310245
Empire Falls,2005,5.234659
Piccadilly,1929,0.807057
The Private Life of Henry VIII,1933,3.491337
Apocalypto,2006,7.735233
Household Saints,1993,0.055173
Raintree County,1957,2.607994
Flyboys,2006,5.460942
Jackass Number Two,2006,7.915368
All the King's Men,2006,7.991168
Conversations with Other Women,2006,2.333661
The Land Before Time II: The Great Valley Adventure,1994,8.98856
Father Sergius,1918,0.041727
The Assault,1986,1.899468
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,8.278336
Iraq for Sale: The War Profiteers,2006,0.303529
Pan's Labyrinth,2006,26.817754
The Conqueror,1956,2.050561
The Guardian,2006,10.031817
Open Season,2006,11.744242
School for Scoundrels,2006,10.725567
Romy and Michele: In the Beginning,2005,0.589159
St. Martin's Lane,1938,2.115376
G.O.R.A.,2004,2.742702
The Departed,2006,18.515448
The Texas Chainsaw Massacre: The Beginning,2006,10.516112
Employee of the Month,2006,8.596352
Stormbreaker,2006,8.778999
Sirocco,1951,2.739096
"Hawaii, Oslo",2004,1.749024
Dante's Inferno,1935,0.977254
Antibodies,2005,2.266307
Dr. Cyclops,1940,0.662919
Running with Scissors,2006,4.926507
Dillinger,1945,1.61966
Brute Force,1947,3.119264
Ellie Parker,2005,10.146313
The Grudge 2,2006,6.768804
Man of the Year,2006,7.018483
The Marine,2006,6.679168
Infamous,2006,5.169999
One Night with the King,2006,3.660528
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,0.110813
Fellini's Casanova,1976,2.693281
The Howards of Virginia,1940,0.482353
The Last Bolshevik,1993,0.149622
Chapayev,1934,0.472296
The Elementary Particles,2006,11.552537
Jackpot,2006,0.652781
Feast,2005,7.888988
Offside,2006,1.52896
Little Children,2006,7.311148
Deliver Us from Evil,2006,2.583226
Marie Antoinette,1938,1.632643
F.I.S.T.,1978,3.566996
Facing the Giants,2006,7.485908
Broadway Bill,1934,0.521533
The Last King of Scotland,2006,9.424157
The U.S. vs. John Lennon,2006,1.337104
Shortbus,2006,11.547748
3 Blind Mice,2003,2.963648
Children of Men,2006,14.114606
The Prestige,2006,16.94556
Flags of Our Fathers,2006,9.224494
Flicka,2006,3.94159
Sleeping Dogs Lie,2006,5.381609
After Five In The Forest Primeval,1995,0.634599
9th Company,2005,9.586723
Jade Warrior,2006,0.939785
Spies,1928,1.350301
A Guide To Recognizing Your Saints,2006,7.34846
Azumi 2: Death or Love,2005,6.754744
13 Tzameti,2005,2.38476
Saw III,2006,14.938035
Catch a Fire,2006,3.451518
Death of a President,2006,4.028906
Little Secrets,2001,1.917878
The Kaiser's Lackey,1951,0.420539
Corto Maltese in Siberia,2002,1.5371
5 Fingers,1952,8.253802
The Butterfly Effect 2,2006,5.776666
The Charge of the Light Brigade,1936,5.39865
Platform,2000,0.622742
Lunacy,2005,2.365427
Flushed Away,2006,9.922577
Perfume: The Story of a Murderer,2006,10.297304
Arabesque,1966,4.953729
The Santa Clause 3: The Escape Clause,2006,6.829528
The Long Weekend,2005,6.038144
Daddy Long Legs,1955,2.16539
"Cześć, Tereska",2001,0.254635
All the Invisible Children,2005,2.271382
Ocean Waves,1993,5.114861
Joe Cocker - Mad Dogs & Englishmen,1971,0.035284
Four Daughters,1938,0.724273
Arizona,1940,0.911053
The Big City,1963,0.865544
"The World, the Flesh and the Devil",1959,1.441529
Mom and Dad Save the World,1992,3.291757
Boynton Beach Club,2005,0.708481
Farce of the Penguins,2006,2.515565
Emmet Otter's Jug-Band Christmas,1977,1.359057
A Good Year,2006,7.82187
Dixie Chicks: Shut Up and Sing,2006,1.831001
Vital,2004,1.43638
A Foreign Affair,1948,1.061486
The Return,2006,9.338989
For Your Consideration,2006,12.142183
Street Fight,2005,1.389875
Red Dust,2004,1.757911
Fuck,2005,2.048857
Shooting Dogs,2006,10.81576
Casino Royale,2006,23.065078
Happy Feet,2006,15.088318
Let's Go to Prison,2006,3.856827
Déjà Vu,2006,14.922904
Bobby,2006,9.614816
Deck the Halls,2006,5.162761
10 Items or Less,2006,3.898236
The Holiday,2006,14.043416
I Wake Up Screaming,1941,1.64311
Luna de Avellaneda,2004,0.827289
Snow Cake,2006,11.556057
Harsh Times,2005,7.659357
London to Brighton,2006,2.216329
Gacy,2003,6.677536
Fast Food Nation,2006,5.397239
La Bête Humaine,1938,2.760745
Celine and Julie Go Boating,1974,1.412839
Min and Bill,1930,0.336991
"20,000 Years in Sing Sing",1932,1.530243
The Great Train Robbery,1903,4.248169
Simon of the Desert,1965,4.728698
Tenacious D in The Pick of Destiny,2006,7.98193
The Facts of Life,1960,0.264959
It's a Wonderful World,1939,0.287051
"OSS 117: Cairo, Nest of Spies",2006,6.926251
Reeker,2005,10.382533
Sitting Pretty,1948,3.115951
The Last Hard Men,1976,1.095995
A Brighter Summer Day,1991,3.248978
Moog,2004,1.01593
The Nativity Story,2006,4.68645
Van Wilder 2: The Rise of Taj,2006,5.985236
Turistas,2006,11.951258
Blood Diamond,2006,12.477872
Dracula's Daughter,1936,2.076008
Doc Savage: The Man of Bronze,1975,1.028259
She,1965,5.632803
Election 2,2006,3.233724
Unaccompanied Minors,2006,5.437197
Off the Black,2006,0.708427
Charlotte's Web,2006,10.254314
Eragon,2006,9.851133
Rocky Balboa,2006,11.697604
Iron Island,2005,0.765523
Fur: An Imaginary Portrait of Diane Arbus,2006,5.108321
Girl Shy,1924,1.153412
The Dam Busters,1955,2.744345
Zombie Honeymoon,2004,2.702334
Another Gay Movie,2006,5.978211
The Myth,2005,9.161849
Oyster Farmer,2005,1.143836
Waterloo Bridge,1931,0.933263
Red-Headed Woman,1932,0.656431
Daniel,1983,2.388788
Power,1986,1.828322
Lost Horizon,1973,0.907629
The Man Who Never Was,1956,1.210668
Something Wild,1961,0.911178
The Painted Veil,2006,11.370183
We Are Marshall,2006,5.401746
The Place Promised in Our Early Days,2004,6.74453
The Plague Dogs,1982,8.302414
The Good Shepherd,2006,11.057536
Dreamgirls,2006,7.739633
The Page Turner,2006,2.051237
Loose Change: 2nd Edition,2006,0.651714
We Feed the World,2005,0.934533
The Decameron,1971,5.619235
Freedom Writers,2007,13.585233
When the Levees Broke: A Requiem in Four Acts,2006,0.525385
The Intruder,2005,0.988415
Katzelmacher,1969,1.3981
INLAND EMPIRE,2006,6.610774
Sebastiane,1976,1.070492
Caravaggio,1986,2.88364
Wild Side,2004,0.516347
The History Boys,2006,3.403583
Notes on a Scandal,2006,8.593087
Children Shouldn't Play with Dead Things,1973,1.796065
Inferno,1999,7.965505
The Face Behind the Mask,1941,0.671336
The Life of Jesus,1997,2.419374
DOA: Dead or Alive,2006,5.756379
Curse of the Golden Flower,2006,6.238036
The Bothersome Man,2006,3.422864
Don't Drink the Water,1994,1.618751
The Good German,2006,5.290831
Sweet Land,2005,6.185658
Letters from Iwo Jima,2006,11.649588
Presenting Lily Mars,1943,0.346945
Black Christmas,2006,7.888302
Happily N'Ever After,2006,13.139893
Home of the Brave,2006,4.068478
Code Name: The Cleaner,2007,11.107148
Stomp the Yard,2007,5.607508
Miss Potter,2006,8.599342
Arthur and the Invisibles,2006,11.621534
Tell Me Something,1999,1.320887
Loving Annabelle,2006,7.528482
American Pie Presents: The Naked Mile,2006,8.152676
Rolling Family,2004,0.469667
The Young Girls of Rochefort,1967,3.454623
Alice in the Cities,1974,2.988528
David and Bathsheba,1951,2.162008
Old Joy,2006,2.196695
The Banquet,2006,2.591175
Venus,2006,3.740068
My Bollywood Bride,2006,0.885042
Rosario Tijeras,2005,1.909852
American Madness,1932,0.649011
The Return of Don Camillo,1953,4.454569
Don Camillo,1952,2.865776
Invisible Waves,2006,1.274388
Cold Showers,2005,2.337139
The Singer,2006,2.725556
Primeval,2007,2.454709
Alpha Dog,2006,7.655603
The Hitcher,2007,7.160967
The Dead Girl,2006,4.028773
Testament of Orpheus,1960,2.952714
House Of 9,2005,5.499612
A Stolen Life,1946,1.39158
After the Wedding,2006,5.099115
Time,2006,3.376611
Into Great Silence,2005,0.460854
Dinner for One,1963,2.317554
Red Doors,2005,1.38669
The Wendell Baker Story,2005,1.756489
Crawlspace,1986,2.230313
Linda Linda Linda,2005,2.186388
Juarez,1939,0.657739
The Weeping Meadow,2004,1.249402
Daisies,1966,4.892157
Bridge to Terabithia,2007,8.460206
Beer League,2006,1.521008
Dead Meat,2004,2.783147
Killer of Sheep,1978,2.777856
The Blood of a Poet,1932,1.547374
Dirty Sanchez: The Movie,2006,0.908052
Shadows in the Sun,2005,1.606225
House,1977,4.321776
Kenny,2006,1.489294
49 Up,2005,0.769595
Waitress,2007,11.276024
The Secret,2006,4.457291
Neverwas,2005,8.557727
Seven Up!,1964,1.046864
7 Plus Seven,1970,0.001021
Record of a Tenement Gentleman,1947,0.719233
R-Point,2004,2.004405
Catch and Release,2006,5.953413
Smokin' Aces,2006,7.906434
Blood and Chocolate,2007,5.415846
Epic Movie,2007,5.549609
The Messengers,2007,9.629399
Because I Said So,2007,14.764607
Hannibal Rising,2007,2.159558
Norbit,2007,7.667874
Billy the Kid vs. Dracula,1966,0.53403
Red Angel,1966,1.486509
The Boss of It All,2006,4.066106
Cocaine Cowboys,2006,2.941626
Lonely Hearts,2006,5.694413
Ratatouille,2007,20.50803
Five Fingers,2006,5.070446
Izo,2004,2.482068
Lola,1961,3.325461
The Point!,1971,0.766972
"Paris, je t'aime",2006,6.980486
The Astronaut Farmer,2006,6.862146
Murk,2005,1.495971
"Wake Up, Ron Burgundy: The Lost Movie",2004,3.055036
SPL: Kill Zone,2005,8.416631
Mafioso,1962,0.242384
It's a Boy Girl Thing,2006,8.960677
Myra Breckinridge,1970,0.619657
Vice Squad,1982,0.870174
The Ugly Duckling and Me!,2006,4.407038
Danika,2006,10.488933
Days of Glory,2006,10.021547
The Strange Case of Dr. Jekyll and Mr. Hyde,1968,0.424452
Schizo,2004,0.47589
The Odyssey,1997,4.315717
Unknown,2006,13.505066
Magical Mystery Tour,1967,2.70213
Ringers - Lord of the Fans,2005,0.361798
Sisters of the Gion,1936,0.717874
Trailer Park Boys: The Movie,2006,3.172765
Ghost Rider,2007,11.902354
Breach,2007,6.885359
Daddy's Little Girls,2007,6.063809
Music and Lyrics,2007,7.196688
The Number 23,2007,8.140941
Reno 911!: Miami,2007,4.468247
Black Snake Moan,2006,7.050403
Gray Matters,2006,2.268351
Be with Me,2005,1.262339
Shooting Gallery,2005,3.346751
What Will You Do When You Catch Me?,1978,0.004974
The Dagger of Kamui,1985,1.267756
loudQUIETloud: A Film About the Pixies,2006,0.95225
My Father and My Son,2005,1.712815
Factory Girl,2006,19.651793
Salon Kitty,1976,3.947614
Human Trafficking,2005,2.529274
Kidulthood,2006,5.230003
Like Mike 2: Streetball,2006,2.255781
Lady in Cement,1968,3.40004
Street Trash,1987,3.68961
Fighting Elegy,1966,0.963536
Salvatore Giuliano,1962,1.306016
First Man Into Space,1959,1.343551
I Drink Your Blood,1970,2.030342
Hot Fuzz,2007,13.535195
Dead Heat on a Merry-Go-Round,1966,1.300278
The 36th Chamber of Shaolin,1978,7.261696
Mad Love,1935,1.734803
The Trial of Billy Jack,1974,0.0339
The Savage Innocents,1960,1.393818
Karla,2006,3.277457
The Consequences of Love,2004,5.298931
Golden Door,2006,1.717836
Kamchatka,2002,0.952055
The Leopard Man,1943,1.494525
Family Law,2006,0.22433
Emil in Lonneberga,1971,3.459098
Citizen X,1995,3.538001
Cats,1998,2.548705
The Canterbury Tales,1972,2.987674
The Forest for the Trees,2004,0.796554
Next,2007,9.41746
Breaking and Entering,2006,4.217411
Changing Times,2004,1.475074
God Grew Tired of Us,2007,1.369146
Iraq in Fragments,2006,0.541397
Amazing Grace,2006,20.346477
Romanzo criminale,2005,4.387586
2001 Maniacs,2005,4.619056
Wise Guys,1986,1.884204
Teen Wolf Too,1987,4.604439
The Grim Reaper,1962,0.690606
Body Count,1998,1.280643
Zodiac,2007,19.083823
Pusher III: I'm the Angel of Death,2005,4.206897
Eight Deadly Shots,1972,0.000308
Babylon 5: The Gathering,1993,8.232154
White Noise 2: The Light,2007,6.176386
Meshes of the Afternoon,1943,2.574317
Wild Hogs,2007,11.356011
Zyzzyx Road,2006,0.717595
Man About Town,2006,3.874408
First on the Moon,2005,0.436348
Wolf,2004,1.535646
Unfaithfully Yours,1984,0.650914
The Lathe of Heaven,1980,1.422501
Atlantis: Milo's Return,2003,7.751536
The Westerner,1940,1.499865
The Ultimate Gift,2006,5.09336
300,2006,18.108408
The Abandoned,2006,4.784131
Julius Caesar,1953,3.353767
Three Smart Girls,1936,0.360971
Something in the Wind,1947,0.222832
Starter for 10,2006,5.140016
The Last Mimzy,2007,6.183051
Priceless,2006,6.18064
The Host,2006,9.386916
America America,1963,1.099317
Kippur,2000,1.010085
The Situation,2006,0.860383
Diary of a Hitman,1991,0.781841
Flower Drum Song,1961,0.50835
Becoming Jane,2007,7.829737
Right at Your Door,2006,4.010441
A Taste of Honey,1961,1.829632
The Namesake,2006,4.273271
Omagh,2004,0.769035
Samurai Spy,1965,1.315014
The Last Command,1928,4.030927
I Think I Love My Wife,2007,3.966066
The Second Chance,2006,0.753558
The Fugitive Kind,1960,3.310593
Wilderness,2006,2.891777
Hipnos,2004,2.064359
Premonition,2007,10.163764
Dead Silence,2007,10.763622
Reign Over Me,2007,10.027137
Pride,2007,1.896372
Shooter,2007,14.246918
The Hills Have Eyes 2,2007,5.559312
TMNT,2007,11.358363
The Italian,2005,1.502873
Jindabyne,2006,1.625032
The Spider's Stratagem,1970,0.62167
Nomad: The Warrior,2005,8.762777
The Tall Target,1951,0.439309
Avenue Montaigne,2006,2.084571
Black Book,2006,7.440511
Love and Honor,2006,2.187385
Dreamland,2006,1.211471
The Quiet Duel,1949,0.504985
A Moment of Innocence,1996,1.342194
The Silence,1998,0.552003
It's Impossible to Learn to Plow by Reading Books,1988,0.012313
R.S.V.P.,2002,1.065015
The Five Pennies,1959,1.134522
Philanthropy,2002,1.67028
Ladies in Retirement,1941,0.424025
"Not For, or Against (Quite the Contrary)",2003,2.725099
Eklavya: The Royal Guard,2007,0.319771
Dark Horse,2005,2.571665
Damnation,1988,1.489647
His Kind of Woman,1951,4.285717
Turn of Faith,2002,0.012656
The Darwin Awards,2006,4.520783
The Tarnished Angels,1957,1.309422
The Lookout,2007,12.153493
Blades of Glory,2007,5.956794
Armbryterskan från Ensamheten,2004,0.078565
Kissed by Winter,2005,0.264445
Are We Done Yet?,2007,6.370205
The Reaping,2007,9.825841
Firehouse Dog,2007,7.078447
Meet the Robinsons,2007,10.529576
American Hardcore,2006,1.078379
The Inglorious Bastards,1978,9.461686
Seraphim Falls,2006,5.034585
Double Harness,1933,0.561833
Sunshine,2007,12.715571
Judge Priest,1934,0.380048
Copying Beethoven,2006,2.331416
Royal Palace,2005,4.057695
The Hoax,2006,4.78586
No Way Out,1950,4.665032
Ulysses' Gaze,1995,1.605995
Sky Fighters,2005,10.77037
Scent of a Woman,1974,1.96765
"Welcome Back, Mr. McDonald",1997,1.186608
How the Grinch Stole Christmas!,1966,6.353239
Origin: Spirits of the Past,2006,11.02494
Goya's Ghosts,2006,5.91265
Perfect Stranger,2007,9.925255
Disturbia,2007,18.006896
Pathfinder,2007,11.101549
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,2.813335
The Private Affairs of Bel Ami,1947,0.397268
Straight Time,1978,2.352594
Tristana,1970,7.530264
Puccini for Beginners,2006,1.610123
Slow Burn,2005,6.300001
Redline,2007,3.215155
Summer Palace,2006,0.945871
In the Year of the Pig,1969,0.485044
The MacKintosh Man,1973,7.051042
La Vie en Rose,2007,11.710507
Man - Woman Wanted,1973,0.20497
Griffin & Phoenix,2006,13.534117
The Resurrected,1991,1.857722
The Contract,2006,5.615957
Fracture,2007,10.113628
Big Nothing,2006,11.802069
Woman on the Beach,2006,0.882777
Smash-Up: Story of a Woman,1947,0.553727
Island of Fire,1990,11.366852
Vacancy,2007,7.712309
Night of the Ghouls,1959,1.301056
Benny's Video,1993,5.865702
In the Land of Women,2007,9.351276
Confetti,2006,1.873214
The Devil Commands,1941,1.209468
Mr. Bean's Holiday,2007,10.19853
The Grace Lee Project,2005,0.003305
Adam & Paul,2004,3.311706
The Invisible,2007,6.097503
Kickin' It Old Skool,2007,7.364206
The Condemned,2007,12.256231
Spider-Man 3,2007,27.614265
Lucky You,2007,5.731132
It's a Very Merry Muppet Christmas Movie,2002,1.991539
The Furies,1950,7.437611
21 Up,1977,1.554186
Kiss Me Again,2006,1.649473
Hana,2006,1.51898
Sharkwater,2006,2.814765
West,2002,0.565893
Flannel Pajamas,2006,0.004998
Tales from Earthsea,2006,9.409701
Thieves' Highway,1949,5.44131
Maniac Cop,1988,6.595038
Year of the Dog,2007,2.187418
Thr3e,2006,1.724012
The Rocket: The Legend of Rocket Richard,2005,0.860734
Diggers,2006,3.662818
The Ex,2006,5.976385
Woman Is the Future of Man,2004,1.345288
Paprika,2006,7.128022
The Flying Scotsman,2006,2.228211
Sylvia Scarlett,1935,1.094282
Fixed Bayonets!,1951,3.183964
Syndromes and a Century,2006,1.851507
Red Road,2006,11.054764
The Adventures of Mark Twain,1985,2.03644
At Five in the Afternoon,2003,0.336821
Day Watch,2006,7.42908
This Is England,2006,2.514638
One Night in Mongkok,2004,1.294122
Away from Her,2006,6.157162
Knocked Up,2007,9.058516
Hairspray,2007,7.768045
Zidane - A 21st Century Portrait,2006,0.610932
The Prodigal Son,1981,0.368264
28 Weeks Later,2007,12.884191
Georgia Rule,2007,7.281643
Delta Farce,2007,7.472887
Wheels on Meals,1984,7.068829
Jonestown: The Life and Death of Peoples Temple,2006,0.870182
Red Dust,1932,1.108833
Desperation,2006,3.636449
Tokyo Olympiad,1965,0.643658
Caught,1949,1.580085
Blood Trails,2006,0.583192
Shrek the Third,2007,14.072479
Once,2007,10.357064
Pirates of the Caribbean: At World's End,2007,31.363664
Bug,2006,5.911303
Mr. Brooks,2007,7.423812
Rise: Blood Hunter,2007,4.482739
Gracie,2007,2.961621
The Librarian: Return to King Solomon's Mines,2006,12.49401
The Librarian: Quest for the Spear,2004,6.992152
Fay Grim,2006,5.052905
The Man from Planet X,1951,1.199625
Zoo,2007,2.168812
"I'm a Cyborg, But That's OK",2006,4.369975
Dragon Tiger Gate,2006,4.154861
Eagle vs Shark,2007,5.327507
88 Minutes,2007,8.552967
The Great War,1959,2.763792
The Breed,2006,4.148276
Day Night Day Night,2006,0.278551
Cashback,2006,10.158533
Ocean's Thirteen,2007,12.16276
Them,2006,4.692506
Flanders,2006,0.446475
Ten Canoes,2006,1.372493
Satan,2006,3.620977
Sun Alley,1999,3.767086
Godzilla vs. Mothra,1992,1.838219
Godzilla vs. Destoroyah,1995,2.672437
Godzilla vs. King Ghidorah,1991,1.541436
The Ghost Ship,1943,0.872846
Experiment Perilous,1944,0.661871
GO,2001,1.416314
Alone With Her,2006,2.392367
Hostel: Part II,2007,8.916747
Remember the Night,1940,1.996129
Paranoid Park,2007,6.198003
The Legend of Sleepy Hollow,1980,1.650688
Starcrash,1978,1.986584
Surf's Up,2007,11.526339
Fantastic 4: Rise of the Silver Surfer,2007,12.924254
Nancy Drew,2007,5.172308
Fido,2006,5.284805
L'iceberg,2005,0.038843
Who the #$&% Is Jackson Pollock?,2006,0.247659
Death Proof,2007,13.412137
Robot Monster,1953,0.892476
Rescue Dawn,2006,9.604564
The Blue Bird,1940,0.73103
The Wedding Night,1935,0.567427
The Moguls,2005,7.11869
The TV Set,2006,4.681832
The Valet,2006,7.696023
Dodge City,1939,2.53549
The Mistress of Spices,2005,2.286543
Four Minutes,2006,7.505997
In Your Hands,2004,1.580642
Once You're Born You Can No Longer Hide,2005,1.359507
The Night of the Generals,1967,12.061386
Comedy of Power,2006,1.133439
Silk,2006,2.230957
Breaking News,2004,3.1055
In Search of a Midnight Kiss,2007,1.573576
Alice in Wonderland,1985,3.794133
The Mystery of Picasso,1956,0.432432
Exiled,2006,8.311721
Bring It On: All or Nothing,2006,0.316359
Sybil,1976,1.899992
David Holzman's Diary,1967,0.177696
Journey to Italy,1954,4.092146
Swoon,1992,0.003013
East Side Story,1997,0.037099
Knock On Wood,1954,0.872895
O.C. and Stiggs,1985,2.354286
The Homecoming,1973,0.950147
The Woman Chaser,1999,0.531492
Uranus,1990,0.689138
American Friends,1991,0.003553
Within Our Gates,1920,0.769742
Johnny Tremain,1957,1.403067
Alan & Naomi,1992,0.904809
Goal! II: Living the Dream,2007,4.59233
Still Smokin,1983,3.767872
Putney Swope,1969,2.500992
The Power of Nightmares,2004,1.249407
The Trials Of Darryl Hunt,2007,0.153671
O Lucky Man!,1973,1.028117
Sicko,2007,6.766086
Popular Music,2004,0.988777
Awesome; I Fuckin' Shot That!,2006,0.220449
Tea and Sympathy,1956,1.069177
The Man in the Iron Mask,1939,0.838302
A Mighty Heart,2007,16.770196
1408,2007,9.196884
Death at a Funeral,2007,8.832907
Clubland,2007,1.174855
High Road to China,1983,2.738
Live Free or Die Hard,2007,14.886039
License to Wed,2007,7.102076
Evening,2007,2.291288
Evan Almighty,2007,9.156877
Transformers,2007,5.587707
Captivity,2007,8.687797
Harry Potter and the Order of the Phoenix,2007,21.3643
I Now Pronounce You Chuck & Larry,2007,6.645799
Bedtime Story,1964,0.341946
McQ,1974,1.589822
The Mean Season,1985,6.473842
Back in Action,1993,0.499475
Heart of the Dragon,1985,2.301717
Arn: The Knight Templar,2007,7.294411
Driving Lessons,2006,5.511184
First Snow,2006,4.782755
Broken Arrow,1950,8.83625
The Last Time,2006,3.587239
Re-cycle,2006,3.062052
No Time For Sergeants,1958,1.306304
Manufactured Landscapes,2006,1.170876
Across the Universe,2007,9.161581
Broken English,2007,1.798357
Brand Upon the Brain! A Remembrance in 12 Chapters,2007,1.547591
Boris and Natasha,1992,0.768828
The Sterile Cuckoo,1969,0.454271
When the Wind Blows,1986,3.933121
The Dawn Patrol,1930,0.578592
The Lives of a Bengal Lancer,1935,0.40855
The Piano Tuner of Earthquakes,2005,2.933613
A Dog's Breakfast,2007,9.17962
Dorian Blues,2004,2.288041
Come Early Morning,2006,4.834354
Hot Rod,2007,6.117846
Stardust,2007,14.784525
Murder Most Foul,1964,3.119101
Who's Your Caddy?,2007,1.197217
Skinwalkers,2006,10.069946
The Simpsons Movie,2007,14.302911
I Know Who Killed Me,2007,4.961439
No Reservations,2007,9.672317
Underdog,2007,7.674338
Charlie Bartlett,2008,6.135652
El cantante,2006,1.904593
The Bourne Ultimatum,2007,18.173269
Bratz,2007,9.033651
Cruel Story of Youth,1960,1.374058
La Sierra,2005,0.298019
My Best Friend,2006,7.37236
You Kill Me,2007,4.725299
Wild Tigers I Have Known,2006,0.854778
Reincarnation,2005,4.693567
China Blue,2005,0.517793
Tell No One,2006,10.239074
Man's Job,2007,0.845714
Morning Glory,1933,1.376116
Czech Dream,2004,0.919556
12:08 East of Bucharest,2006,1.764346
All the Way Boys,1972,6.100067
Teachers,1984,2.275641
Jack the Giant Killer,1962,5.397223
If I Were You,2006,2.926799
The Manitou,1978,1.664737
Miss Julie,1951,1.068448
Superbad,2007,16.205105
Arctic Tale,2007,1.499028
Joshua,2007,6.941735
Talk to Me,2007,7.960831
Princesses,2005,2.923859
The Tripper,2006,2.030435
Command Decision,1948,0.803021
The Cave of the Yellow Dog,2005,1.903911
Abraham,1994,1.888149
The Young Lieutenant,2005,1.316087
"Kill Baby, Kill",1966,2.230793
The War Tapes,2006,0.273694
Resurrecting the Champ,2007,7.451281
American Pastime,2007,0.612093
The Brice Man,2005,5.079756
Moliere,2007,4.821828
Rush Hour 3,2007,9.718111
1991: The Year Punk Broke,1992,1.682201
The Last Legion,2007,8.920545
The Last Casino,2004,1.872955
Lady Chatterley,2006,1.963102
Under the Yum-Yum Tree,1963,0.83878
Balls of Fury,2007,5.325766
Sydney White,2007,6.463883
The Kingdom,2007,13.842333
Wind Chill,2007,5.944181
Rocket Science,2007,3.563126
TerrorStorm: A History of Government-Sponsored Terrorism,2006,0.563891
Daddy Day Camp,2007,5.414213
The Invasion,2007,5.228837
War,2007,12.077833
Illegal Tender,2007,1.689926
The Nanny Diaries,2007,6.764056
September Dawn,2007,1.676016
Halloween,2007,11.607678
Death Sentence,2007,6.612175
2 Days in Paris,2007,6.653254
Do You Like Hitchcock?,2005,1.002443
Brighton Rock,1947,2.353181
Keoma,1976,2.739487
Face to Face,1967,0.688316
The Mercenary,1968,1.06013
The King of Kong,2007,5.376821
The Wool Cap,2004,0.012693
Taxi 4,2007,10.442485
Behind the Mask: The Rise of Leslie Vernon,2006,5.241144
Victory Through Air Power,1943,0.914238
The Brothers Solomon,2007,7.985172
Bordertown,2006,7.814821
The Nines,2007,5.491963
Die! Die! My Darling!,1965,1.852079
Hunting and Gathering,2007,6.532872
New Wave,2008,0.15538
The Good Night,2007,8.031164
"Watch Out, We're Mad",1974,5.244333
Stories of Lost Souls,2004,0.748956
Planet Terror,2007,10.370384
3:10 to Yuma,2007,18.079094
Shoot 'Em Up,2007,7.259086
The Ten,2007,3.902162
An Evening with Kevin Smith,2002,2.241764
Gotti,1996,1.189465
Bitter Rice,1949,2.460003
Fierce People,2005,8.695263
Atonement,2007,8.913338
Daft Punk's Electroma,2006,2.129522
My Winnipeg,2007,2.353003
Requiem,2006,2.457138
"4 Months, 3 Weeks and 2 Days",2007,9.990406
No End in Sight,2007,1.987795
Mercenary for Justice,2006,2.998537
Far from the Madding Crowd,1967,4.377296
The Brave One,2007,11.8027
In the Valley of Elah,2007,9.604552
Rang De Basanti,2006,4.102052
I Could Never Be Your Woman,2007,11.414893
Design for Living,1933,2.063066
December Boys,2007,4.661689
Shanghai Kiss,2007,6.397927
The Hunting Party,2007,5.178628
Eastern Promises,2007,9.897909
Bubble,2005,3.008299
27 Missing Kisses,2000,0.82155
Brooklyn Rules,2007,2.942202
An Unreasonable Man,2007,0.576198
Vengeance Is Mine,1979,1.753258
Tekkonkinkreet,2006,7.020628
In the Shadow of the Moon,2007,2.367893
Stephanie Daley,2006,6.196999
Love and Other Disasters,2006,5.630199
The Contractor,2007,3.013828
Interview,2007,3.518929
The Death and Life of Bobby Z,2007,10.77166
Private Fears in Public Places,2006,0.977421
House of Bamboo,1955,2.839764
Resident Evil: Extinction,2007,3.009134
Mr. Woodcock,2007,9.461012
Good Luck Chuck,2007,7.456047
Into the Wild,2007,15.423538
The Game Plan,2007,9.627676
"Lust, Caution",2007,6.96177
Feast of Love,2007,5.993691
Postal,2007,13.441185
The Seeker: The Dark Is Rising,2007,6.627076
The Heartbreak Kid,2007,9.149612
Dan in Real Life,2007,8.936547
The Darjeeling Limited,2007,6.493474
We Own the Night,2007,7.572144
Elizabeth: The Golden Age,2007,7.608243
Michael Clayton,2007,7.857078
Sleuth,2007,7.612498
Lars and the Real Girl,2007,8.025118
30 Days of Night,2007,8.764548
Rendition,2007,13.482558
Things We Lost in the Fire,2007,11.446274
