crew,return,title,release_date,budget,revenue
Terence Young,0,The Amazons,1973-12-15,0.0,0.0
Marian Quinn,0,32A,2007-07-13,0.0,0.0
Leonardo Benvenuti,0,Quelle strane occasioni,1976-12-23,0.0,0.0
Jackie Chan,0,Rouge,1987-01-07,0.0,0.0
Ann Hu,0,Shadow Magic,2000-09-08,0.0,0.0
Ng See-Yuen,0,The King of the Kickboxers,1990-11-01,0.0,0.0
Theo Angelopoulos,0,The Travelling Players,1975-01-01,0.0,0.0
Osamu Dezaki,0,Sword for Truth,1990-12-28,0.0,0.0
Avy Kaufman,0.44655894444444444,The Ice Storm,1997-09-27,18000000.0,8038061.0
John Gray,0,Born to Be Wild,1995-03-31,0.0,0.0
Charles Sturridge,0,Longitude,2000-01-13,0.0,0.0
Claude Chabrol,0,Claude Chabrol's High Heels,1972-09-29,0.0,0.0
George Froeschel,0,The Unknown Man,1951-11-16,0.0,0.0
Robert Wise,0,So Big,1953-10-21,0.0,0.0
Lionel Lindon,0.0,Dead Heat on a Merry-Go-Round,1966-10-12,2000000.0,0.0
Andrew Lesnie,0,Temptation of a Monk,1993-09-15,0.0,0.0
Ray Danton,0,Psychic Killer,1975-12-01,0.0,0.0
Deepa Mehta,0,Cooking With Stella,2010-03-19,0.0,0.0
James Mangold,6.658531535714285,Walk the Line,2005-09-13,28000000.0,186438883.0
Robert Bresson,0,Pickpocket,1959-12-16,0.0,0.0
Sergio Amidei,0,Tales of Ordinary Madness,1981-09-11,0.0,0.0
Timothy Bond,0,Eve's Christmas,2004-12-06,0.0,0.0
Scott Darling,0,The Dancing Masters,1943-11-19,0.0,0.0
Frank Zappa,0,The Amazing Mr. Bickford,1987-01-01,0.0,0.0
Yevgeny Yufit,0,Bipedalism,2005-05-02,0.0,2800.0
Michael Thomas,0,Ruby Cairo,1992-10-29,0.0,0.0
Gérard Brach,0,Shy People,1987-05-01,0.0,0.0
Ben Wright,0.0,Slavoj Žižek: The Reality of the Virtual,2004-03-23,11.0,0.0
Lou Kennedy,0,Breathing Fire,1991-09-25,0.0,0.0
Paul Beeson,0,Crescendo,1970-06-07,0.0,0.0
Danny Lerner,0,Shark Zone,2003-10-14,0.0,0.0
Rafael Ruiz Esparza,0,Ahí está el detalle,1940-09-11,0.0,0.0
John R. Cherry III,0,Dr. Otto and the Riddle of the Gloom Beam,1986-04-09,0.0,0.0
Bryan Forbes,0,Deadfall,1968-09-11,0.0,0.0
Thomas Keneally,0.0,The Chant of Jimmie Blacksmith,1978-06-21,1380000.0,0.0
Brent Carpenter,0,Sam Kinison: Family Entertainment Hour,1991-01-01,0.0,0.0
Boaz Davidson,0.0,Snakeman,2005-04-09,1000000.0,0.0
Eduard Radzyukevich,0,All Inclusive ili Vsyo Vklyucheno,2011-06-09,0.0,0.0
Lewis Gilbert,13.2456195,The Spy Who Loved Me,1977-07-07,14000000.0,185438673.0
Jack King,0,Donald's Nephews,1938-04-15,0.0,0.0
Adolph Deutsch,0,Larceny Inc.,1942-04-24,0.0,0.0
,0,Flower in the Pocket,2007-10-05,0.0,0.0
Julian Jarrold,0,Anonymous Rex,2004-11-19,0.0,0.0
David Neibel,0,Chrome and Hot Leather,1971-09-29,0.0,0.0
Francesco De Masi,0,Escape from the Bronx,1983-09-02,0.0,0.0
Alfonso Santacana,0,"Watch Out, We're Mad",1974-03-29,0.0,36782781.0
Richard Chase,0,Hells Angels Forever,1983-10-09,0.0,0.0
John Woo,0,Heroes Shed No Tears,1986-09-05,0.0,0.0
,0,I Know What I Saw,2009-11-01,0.0,0.0
Menahem Golan,0,New Year's Evil,1980-12-26,0.0,0.0
,0,A Perfect Fake,2005-04-15,0.0,0.0
Daniel Shulman,0,Stella: Live in Boston,2009-08-13,0.0,0.0
Bob Brooks,0,Tattoo,1981-10-09,0.0,0.0
Carl Zittrer,0.0,The Gate,1987-04-21,2500000.0,0.0
John Waters,500.0,Pink Flamingos,1972-03-12,12000.0,6000000.0
Walter Lang,0,Coney Island,1943-06-18,0.0,0.0
Andrzej Jakimowski,0,Tricks,2007-10-26,0.0,0.0
Will Aldis,0,Black Cadillac,2003-01-01,0.0,0.0
Jean-Christophe Grangé,0,Switch,2011-06-04,0.0,0.0
Jacques Bufnoir,0.0,The Phantom of the Opera,1990-03-18,10000000.0,0.0
Jacques Bufnoir,0.0,The Phantom of the Opera,1990-03-18,10000000.0,0.0
Tony Richardson,0.0,The Phantom of the Opera,1990-03-18,10000000.0,0.0
Tony Richardson,0.0,The Phantom of the Opera,1990-03-18,10000000.0,0.0
Edward Zwick,0,Special Bulletin,1983-03-20,0.0,0.0
Nicolás Goldbart,0.0,Phase 7,2011-07-13,600000.0,0.0
Hal Mohr,0,The Creation of the Humanoids,1962-07-03,0.0,0.0
Todd Komarnicki,0,Resistance,2003-07-16,0.0,0.0
Sara Andrews,6.4580367375,Meet the Fockers,2004-12-22,80000000.0,516642939.0
Han Sanping,0,Beginning of the Great Revival,2011-01-01,0.0,0.0
Ruben Östlund,0,The Guitar Mongoloid,2004-10-01,0.0,0.0
Ronald D. Moore,0,Battlestar Galactica: Razor,2007-12-18,0.0,0.0
Ertem Eğilmez,0,Mavi Boncuk,1974-01-01,0.0,0.0
Gene Roddenberry,0,Pretty Maids All in a Row,1971-04-28,0.0,0.0
Christine Jeffs,0,Rain,2001-05-14,0.0,0.0
James Savoca,0,Around June,2011-09-30,0.0,0.0
Gô Ohara,0,Gothic & Lolita Psycho,2010-09-04,0.0,0.0
René Laloux,0,How Wang-Fo Was Saved,1987-01-01,0.0,0.0
Johnny Klimek,0.0,One Missed Call,2008-01-04,20000000.0,0.0
Marcos Jorge,0,Estômago: A Gastronomic Story,2007-09-26,0.0,0.0
Darrell James Roodt,0,Yesterday,2004-09-03,0.0,0.0
Adam Rifkin,0,The Dark Backward,1991-07-26,0.0,0.0
Mahesh Bhatt,0,Zeher,2005-03-25,0.0,0.0
Luc Besson,0,Yamakasi,2001-04-04,0.0,0.0
Seyfi Teoman,0,Our Grand Despair,2011-01-01,0.0,0.0
,0,Apnea,2010-11-06,0.0,0.0
Nic Balthazar,0.0,Ben X,2007-08-26,1500000.0,0.0
Don Davis,0,"Augusta, Gone",2006-03-01,0.0,0.0
A. Sreekar Prasad,1.0,Citizen,2001-06-08,500000.0,500000.0
Stanley Kubrick,2.316703894736842,The Shining,1980-05-22,19000000.0,44017374.0
A.R. Murugadoss,1.0,Dheena,2001-01-14,500000.0,500000.0
V. Z. Durai,1.0,Mugavari,2000-02-02,500000.0,500000.0
Jonathan Nossiter,0,Rio Sex Comedy,2010-09-16,0.0,0.0
A. R. Rahman,1.0,Varalaru,2006-10-20,500000.0,500000.0
K. S. Ravikumar,1.0,Villan,2002-12-05,500000.0,500000.0
Deva,1.0,Aasai,1995-09-25,500000.0,500000.0
Deva,1.0,Kadhal Kottai,1996-07-12,500000.0,500000.0
A. R. Rahman,1.0,Kandukondain Kandukondain,2000-05-05,500000.0,500000.0
Saran,1.0,Amarkalam,1999-08-25,500000.0,500000.0
B. Lenin,1.0,Vaali,1999-05-01,500000.0,500000.0
Steven Hilliard Stern,0,Miracle on Ice,1981-03-01,0.0,0.0
Sam Mercer,4.278292,The Village,2004-07-30,60000000.0,256697520.0
Alessandro Baricco,0,Lecture 21,2008-01-01,0.0,0.0
John Papsidera,0,The Woods,2006-09-25,0.0,0.0
Errol Morris,0,Tabloid,2010-10-01,0.0,0.0
Jack Conway,0,Julia Misbehaves,1948-08-08,0.0,0.0
Isao Takahata,0,Winter Days,2003-11-21,0.0,0.0
Peter Bogdanovich,0,"What's Up, Doc?",1972-03-09,0.0,0.0
David Loucka,0.0,Borderline,2002-11-15,3700000.0,0.0
David S. Cass Sr.,0,Lone Rider,2008-04-08,0.0,0.0
Ilayaraja,0,Naan Kadavul,2009-02-06,0.0,7500000.0
Geraldine Peroni,0,Short Cuts,1993-09-05,0.0,6110979.0
Wolfgang Petersen,3.7971912,Outbreak,1995-03-10,50000000.0,189859560.0
Roger Spottiswoode,0,Turner & Hooch,1989-07-28,0.0,71079915.0
Henri Decaë,0,Death of a Corrupt Man,1977-12-07,0.0,0.0
K. Selvaraghavan,0.0,Pudhupettai,2006-05-26,4000000.0,0.0
Robert L. Fish,0,The Assassination Bureau,1969-03-09,0.0,0.0
,0,Race to Mars,2007-09-23,0.0,0.0
Ingmar Bergman,0,Secrets of Women,1952-11-03,0.0,0.0
A. Sreekar Prasad,0,Kattradhu Thamizh,2007-10-06,0.0,0.0
Jack Clayton,0,The Pumpkin Eater,1964-06-01,0.0,0.0
René Laloux,0,Dead Times,1964-12-01,0.0,0.0
Michael Tavera,0,Dying to Belong,1997-02-24,0.0,0.0
Stelvio Cipriani,0,Mark Strikes Again,1976-10-20,0.0,0.0
Steve Carell,4.209586038461539,The 40 Year Old Virgin,2005-08-11,26000000.0,109449237.0
Ennio Morricone,0.0,Who Saw Her Die?,1972-05-12,1000000.0,0.0
Massimo Dallamano,0,What Have They Done to Your Daughters?,1974-08-10,0.0,0.0
Ennio Morricone,0,My Dear Killer,1972-02-03,0.0,0.0
Russell F. Schoengarth,0,Iron Man,1951-08-18,0.0,0.0
Ameer Sultan,0,Paruthiveeran,2007-02-23,0.0,0.0
Johnny Mak,0,Long Arm of the Law,1984-07-11,0.0,0.0
Woody Allen,0,Manhattan,1979-04-25,0.0,39946780.0
Robert Clatworthy,0,Written on the Wind,1956-12-01,0.0,0.0
Paul Brooks,3.1450025333333333,The Wedding Date,2005-02-04,15000000.0,47175038.0
Zeki Ökten,0,Kapıcılar Kralı,1976-01-01,0.0,0.0
Oxide Pang Chun,0,The Detective 2,2011-05-12,0.0,0.0
Sebastian Niemann,0,The Hunt for the Hidden Relic,2002-12-05,0.0,0.0
J.B. White,0,Counterstrike,2002-07-02,0.0,0.0
Steve Tisch,0.62413875,The Weather Man,2005-10-20,20000000.0,12482775.0
A. R. Rahman,0,Sillunu Oru Kaadhal,2006-09-08,0.0,0.0
Harris Jayaraj,0.0,Ghajini,2005-10-14,3200000.0,0.0
Bala,0,Pithamagan,2003-10-24,0.0,0.0
Hans Zimmer,3.334109225,Something's Gotta Give,2003-12-12,80000000.0,266728738.0
Avy Kaufman,0.7700468,Dream House,2011-09-30,50000000.0,38502340.0
Niki Reiser,0.0,The White Massai,2005-09-14,7000000.0,0.0
Bernd Eichinger,0.0,The Baader Meinhof Complex,2008-09-24,27000000.0,0.0
Steven Cantor,0.0,What Remains,2005-01-01,1000000.0,0.0
Edmund Meisel,0,October (Ten Days that Shook the World),1928-01-20,0.0,0.0
Douglas Kennedy,0,Welcome to Woop Woop,1998-08-13,0.0,0.0
Donald McAlpine,0,The Earthling,1980-07-24,0.0,0.0
Sally Nicholl,0,Ways to Live Forever,2010-10-29,0.0,0.0
Stuart Beattie,0.38118463076923076,Australia,2008-11-18,130000000.0,49554002.0
Bud Shrake,0,Songwriter,1984-10-14,0.0,0.0
Parkman Wong,0,Final Justice,1988-06-23,0.0,0.0
Roger Deakins,1.284425652173913,In the Valley of Elah,2007-08-31,23000000.0,29541790.0
Frank Miller,0,Batman: Year One,2011-09-27,0.0,0.0
Ib Melchior,0,The Angry Red Planet,1959-11-23,0.0,0.0
Hilde Van Mieghem,0,Smoorverliefd,2010-12-08,0.0,0.0
Mehdi Ben Attia,0,The String,2009-05-12,0.0,0.0
Curtis Harrington,0,Whoever Slew Auntie Roo?,1971-10-31,0.0,0.0
Michel Brault,0,Orders,1974-09-27,0.0,0.0
Roger Deakins,6.864,No Country for Old Men,2007-11-08,25000000.0,171600000.0
Mohit Suri,0,Murder 2,2011-07-08,0.0,0.0
Susie Farris,0,A Good Old Fashioned Orgy,2011-09-02,0.0,0.0
John Carpenter,0.44,Big Trouble in Little China,1986-05-30,25000000.0,11000000.0
Jon Hall,0,The Beach Girls and the Monster,1965-01-01,0.0,0.0
Jacques Tourneur,0,Anne of the Indies,1951-10-18,0.0,0.0
Bejoy Nambiar,0,Shaitan,2011-06-01,0.0,0.0
Tom Clegg,0,Sharpe's Eagle,1993-05-12,0.0,0.0
Paul Murphy,0,Love Birds,2011-02-24,0.0,0.0
Brendan Steacy,0,Small Town Murder Songs,2010-09-14,0.0,0.0
Dick Lunn,0,The Inbetweeners Movie,2011-08-19,0.0,88025781.0
John Barry,6.1855323235294115,Moonraker,1979-06-26,34000000.0,210308099.0
Judy Taylor,0,Horse Sense,1999-11-20,0.0,0.0
Alex Pires,0,Mayor Cupcake,2011-07-19,0.0,0.0
Bill Forsyth,0,Breaking In,1989-10-13,0.0,0.0
Brian De Palma,0,Home Movies,1980-05-16,0.0,0.0
Ivan Pyryev,0,Swineherd and Shepherd,1941-06-06,0.0,0.0
Yasuyoshi Tokuma,0,Manhunt,1976-02-11,0.0,0.0
Henry Hathaway,0,Wing and a Prayer,1944-01-01,0.0,0.0
Mary Jo Slater,0,One Man's Hero,1999-08-02,0.0,0.0
Ismail Merchant,0,The Mystic Masseur,2001-01-01,0.0,0.0
José Luis Garci,0,The Grandfather,1998-10-16,0.0,0.0
Roger Christian,0,The Sender,1982-10-22,0.0,0.0
Sergio Martino,0,Your Vice is a Locked Room and Only I Have the Key,1972-08-04,0.0,0.0
Marc Meyers,0,Harvest,2011-03-11,0.0,0.0
Maurizio Nichetti,0,Stefano Quantestorie,1993-05-26,0.0,0.0
Barry Morrow,0,The Karen Carpenter Story,1989-01-01,0.0,0.0
Roman Kachanov,0,The Mitten,1967-06-06,0.0,0.0
Ian Fleming,6.975457214285714,For Your Eyes Only,1981-06-23,28000000.0,195312802.0
"Ring Lardner, Jr.",0,The Greatest,1977-05-17,0.0,0.0
Roberto Rossellini,0,The Taking of Power by Louis XIV,1966-10-08,0.0,0.0
Andrew Okpeaha MacLean,0,Sikumi (On The Ice),2008-01-01,0.0,0.0
,0,Room,2005-04-01,0.0,0.0
David Lister,0,Dazzle,1999-10-10,0.0,0.0
Blake Edwards,0.5789473684210527,The Man Who Loved Women,1983-12-18,19000000.0,11000000.0
Mia de Jong,0,The Sea That Thinks,2000-12-20,0.0,0.0
,0.590812,Glukhar v kino,2010-05-06,2500000.0,1477030.0
Joseph Pevney,0,Torpedo Run,1958-10-24,0.0,0.0
Carlos Sorin,0,The Cat Vanishes,2011-04-21,0.0,0.0
Terry Marcel,0,Bejewelled,1991-01-20,0.0,0.0
Paul Borghese,0,Absolute Aggression,2004-02-17,0.0,0.0
Clint Eastwood,7.2254548666666665,Million Dollar Baby,2004-12-15,30000000.0,216763646.0
John Barry,6.818181818181818,Octopussy,1983-06-05,27500000.0,187500000.0
Marc Erlbaum,0,Cafe,2011-10-11,0.0,0.0
Chris Hauty,0.0,Never Back Down 2: The Beatdown,2011-09-13,3000000.0,0.0
Adamo P. Cultraro,0.0,Tactical Force,2011-08-09,8400000.0,0.0
Rich Cowan,0,The River Murders,2011-06-30,0.0,0.0
Neil Young,0,Human Highway,1982-09-10,0.0,0.0
John Mellencamp,77.33333333333333,Falling From Grace,1992-02-21,3.0,232.0
Denny Tedesco,0,The Wrecking Crew,2008-03-11,0.0,0.0
Steven M. Martin,0,Theremin: An Electronic Odyssey,1994-01-29,0.0,0.0
Jack C. Arnold,0,The Scouting Book for Boys,2009-01-01,0.0,0.0
John Patterson,0,Grave Secrets: The Legacy of Hilltop Drive,1992-03-02,0.0,0.0
Yossi Wein,0,U.S. Seals,2000-01-18,0.0,0.0
Anne-Sophie Birot,0,Girls Can't Swim,2000-10-18,0.0,0.0
Yiu-Fai Lai,0,Dragon,2011-07-04,0.0,0.0
Andrew Neskoromny,0,White Noise 2: The Light,2007-01-05,0.0,0.0
Yuri Entin,0,On the Trail of the Bremen Town Musicians,1973-02-02,0.0,0.0
Michael Su,0,Doomed,2007-01-06,0.0,0.0
Dean Tavoularis,0,Rising Sun,1993-07-30,0.0,107198790.0
Colin Wilson,0.17254234545454544,Bullet to the Head,2013-01-31,55000000.0,9489829.0
Ernest Walter,0,The Wilby Conspiracy,1975-02-01,0.0,0.0
George Carlin,0,George Carlin - On Location at USC,1977-01-01,0.0,0.0
Hiroshi Saitô,0,Comet in Moominland,1992-08-08,0.0,0.0
Jules Kruger,0,The Pearls of the Crown,1937-05-12,0.0,0.0
Buster Keaton,0,Our Hospitality,1923-11-19,0.0,0.0
Reginald Rose,0.0,The Wild Geese,1978-07-05,10000000.0,0.0
John Miglis,0,A Killer Among Friends,1992-12-08,0.0,0.0
Roland Emmerich,0,Making Contact,1985-11-21,0.0,0.0
Cyril Hume,0,Tokyo Joe,1949-10-26,0.0,0.0
Jamie Blanks,0,Machete Maidens Unleashed!,2010-10-15,0.0,0.0
Jean-Pierre Mas,0,Le roman de Georgette,2003-01-01,0.0,0.0
Nicholas Meyer,0,The Day After,1983-11-20,0.0,0.0
Armand Mastroianni,0,First Target,2000-01-01,0.0,0.0
Peeter Simm,0,"Arabella, the Pirate's Daughter",1983-08-22,0.0,0.0
Lee Jeong-Beom,0,Cruel Winter Blues,2006-11-19,0.0,0.0
Tom Clegg,0,Sharpe's Rifles,1993-05-05,0.0,0.0
Harald Maury,0,Themroc,1973-03-01,0.0,0.0
Marianne Slot,0,Morgen,2010-10-01,0.0,0.0
Mary Ellen Mark,0,American Heart,1992-03-17,0.0,0.0
William Castle,0,Johnny Stool Pigeon,1949-09-22,0.0,0.0
Debra Zane,9.21614256,The Hunger Games,2012-03-12,75000000.0,691210692.0
Eric Luke,0,Still Not Quite Human,1992-01-01,0.0,0.0
Jean-Claude Lord,0,Secrets of the Summer House,2008-01-01,0.0,0.0
Ken Sanzel,0,Scarred City,1999-07-23,0.0,0.0
Harry Stradling Jr.,0,The Good Guys and the Bad Guys,1969-11-19,0.0,0.0
Burnett Guffey,0,Count Three and Pray,1955-10-01,0.0,0.0
Sion Sono,0,Hazard,2005-11-05,0.0,0.0
Kim Leggatt,0,The Veteran,2011-04-29,0.0,0.0
Arthur Penn,0,Dead of Winter,1987-02-06,0.0,2413427.0
Elia Kazan,4.444444444444445,A Streetcar Named Desire,1951-09-18,1800000.0,8000000.0
Paul Schrader,0,Patty Hearst,1988-09-23,0.0,0.0
Penelope Spheeris,0,The Crooked E: The Unshredded Truth About Enron,2003-01-05,0.0,0.0
Run Run Shaw,0,The Curse of the Oily Maniac,1956-01-01,0.0,0.0
Thierry Notz,0,Watchers II,1990-08-16,0.0,0.0
Mike Nichols,0,The Fortune,1975-05-20,0.0,0.0
Janet Grillo,0,Fly Away,2011-07-17,0.0,0.0
Rainer Sarnet,0,Where Souls Go,2007-01-01,0.0,0.0
Jordan Walker-Pearlman,0,The Visit,2000-01-01,0.0,0.0
Woody Allen,9.56285625,Annie Hall,1977-04-19,4000000.0,38251425.0
Edward Bernds,0,Bowery to Bagdad,1955-01-07,0.0,0.0
Noriaki Yuasa,0,Gamera vs. Zigra,1971-07-17,0.0,0.0
Daniel L. Fapp,0,The Trap,1959-01-28,0.0,0.0
Masaichi Nagata,0,Gamera vs. Jiger,1970-03-21,0.0,0.0
Savage Steve Holland,0,"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011-07-09,0.0,0.0
Michael Rapaport,0,Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011-07-08,0.0,0.0
Richard D. Zanuck,0,Sssssss,1973-07-06,0.0,0.0
František Hrubín,0,Beauty and the Beast,1978-03-01,0.0,0.0
Jimmy Lifton,0,Mirror Mirror,1990-10-19,0.0,0.0
Abrar Alvi,0,"Master, Mistress, Servant",1962-01-01,0.0,0.0
Cecil B. DeMille,7.935127953324476,The Cheat,1915-12-13,17311.0,137365.0
Barbara Kelly,0,Little Criminals,1995-01-01,0.0,0.0
Ulric Raymond,0,The Devil's Rock,2011-07-08,0.0,0.0
Giorgio Gentili,0,A Man Called Sledge,1970-11-14,0.0,0.0
Richard Lester,21.963692857142856,A Hard Day's Night,1964-07-06,560000.0,12299668.0
Armand Mastroianni,0,First Shot,2002-08-11,0.0,0.0
Sacha Vierny,0,The Public Woman,1984-06-16,0.0,0.0
Teruo Ishii,0,Blind Woman's Curse,1970-06-20,0.0,0.0
Ted Kotcheff,0,Borrowed Hearts,1997-11-30,0.0,0.0
Ben C. Lucas,0,Wasted on the Young,2010-06-13,0.0,0.0
Enrico Sabbatini,0,The Lickerish Quartet,1970-10-13,0.0,0.0
Crispian Sallis,0,CrissCross,1992-05-08,0.0,0.0
Steven Soderbergh,1.4509828695652174,Haywire,2011-11-06,23000000.0,33372606.0
Lucinda Syson,1.1406827307692309,The Raven,2012-03-09,26000000.0,29657751.0
Bertrand Tavernier,0,Safe Conduct,2002-01-09,0.0,0.0
Robert J. Flaherty,0.0,Louisiana Story,1948-09-28,258.0,0.0
Joshua Grannell,0,All About Evil,2010-05-01,0.0,0.0
Gilles Grangier,0,My Wife's Husband,1963-09-01,0.0,0.0
Dimitri Karakatsanis,0,Small Gods,2007-09-01,0.0,0.0
Jean-Jacques Beineix,0,IP5: The Island of Pachyderms,1992-06-12,0.0,0.0
Peter Werner,0,Gracie's Choice,2004-01-12,0.0,0.0
Anthony Drazan,0,Zebrahead,1992-10-23,0.0,0.0
Duke Mitchell,0,Massacre Mafia Style,1974-12-19,0.0,0.0
Irvin Kershner,0,A Fine Madness,1966-06-29,0.0,0.0
Lyle R. Wheeler,0.04533071428571429,All About Eve,1950-11-09,1400000.0,63463.0
John Hardy,0,Prisoners of the Lost Universe,1983-08-15,0.0,0.0
Pierre Bastien,0,Crepuscule,2009-04-02,0.0,0.0
Giuseppe de Liguoro,0,L'inferno,1911-07-01,0.0,0.0
Dejan Zečević,1.43,A Little Night Music,2002-01-01,200000.0,286000.0
Wilson Yip,0,A Chinese Ghost Story,2011-04-21,0.0,0.0
,0.0,Living in Emergency: Stories of Doctors Without Borders,2008-08-29,2.0,0.0
Jim Markovic,0,Sleepaway Camp IV: The Survivor,1992-03-22,0.0,0.0
Mark Victor,0.0,Adopt a Sailor,2008-10-24,300000.0,0.0
Fritz Lang,0,The Indian Tomb,1959-01-22,0.0,0.0
Alexander Olch,0,The Windmill Movie,2008-10-05,0.0,0.0
,0,Neshoba,2010-08-15,0.0,0.0
Wong Wa-Kei,0,Faithfully Yours,1988-12-17,0.0,0.0
Joel Soisson,0,Children of the Corn: Genesis,2011-08-30,0.0,0.0
Antoine Vareille,0.0,Faces in the Crowd,2011-10-25,15000000.0,0.0
Suzanne Smith,0.2670130277777778,Trespass,2011-10-13,36000000.0,9612469.0
Louis Nowra,0,Heaven's Burning,1997-09-04,0.0,0.0
C.S. Drury,0,Empty,2011-01-25,0.0,0.0
David A. Armstrong,0.0,Hellraiser: Revelations,2011-10-18,350000.0,0.0
Gil Cates Jr.,0,Lucky,2011-07-15,0.0,0.0
Bruton Jones,0.1064093,Setup,2011-11-04,20000000.0,2128186.0
Robert Vince,0,Spooky Buddies,2011-09-20,0.0,0.0
David Robert Mitchell,0,The Myth of the American Sleepover,2010-05-17,0.0,0.0
Rohit Shetty,8.175702155453951,Singham,2011-07-22,3062000.0,25034000.0
Quincy Jones,0,For Love of Ivy,1968-07-17,0.0,0.0
Rainer Werner Fassbinder,0,Effi Briest,1974-06-20,0.0,0.0
Walter Boos,0,Schoolgirl Report Part 5: What All Parents Should Know,1973-04-13,0.0,0.0
Paul Wheeler,0,Ransom,1975-03-13,0.0,0.0
John Barry,0,The Whisperers,1967-07-31,0.0,0.0
Matt Osterman,0,Ghost from the Machine,2010-01-01,0.0,0.0
Simon Tanšek,0,Gravehopping,2005-06-06,0.0,0.0
Erik Leiser,0.0,Imagination,2008-02-26,110000.0,0.0
Ladd Ehlinger Jr.,0,Flatland: The Film,2007-01-14,0.0,0.0
Toniko Melo,0,VIPs,2011-03-25,0.0,0.0
Karl Júlíusson,0.0,Kon-Tiki,2012-08-24,16600000.0,0.0
Glenn Aveni,0,An Ox's Tale: The John Entwistle Story,2006-08-22,0.0,0.0
Mathieu Peteul,0,Dark Souls,2011-01-14,0.0,0.0
John Andreas Andersen,0,Headhunters,2011-08-04,0.0,15699707.0
Hilary Brougher,0.0,The Sticky Fingers of Time,1997-06-06,250000.0,0.0
Roberto Malenotti,0,Cinderella '80,1984-02-16,0.0,0.0
Elizabeth Moore,0.01378125,Dirty Girl,2010-09-12,4000000.0,55125.0
John Glen,5.080932,A View to a Kill,1985-05-24,30000000.0,152427960.0
Elmo Williams,0,Dick Tracy Meets Gruesome,1947-09-26,0.0,0.0
William Shatner,0,The Captains,2011-07-22,0.0,0.0
Avy Kaufman,0,Very Good Girls,2013-01-22,0.0,0.0
Steve Golin,0,Ruby,1992-03-27,0.0,0.0
Fez Ortega,0,Te presento a Laura,2010-10-29,0.0,0.0
Henry King,0,The White Sister,1923-09-05,0.0,0.0
Roger Towne,0,A Bird of the Air,2011-09-23,0.0,0.0
William A. Wellman,0,Midnight Mary,1933-06-30,0.0,0.0
Raul Inglis,0,Goblin,2010-07-13,0.0,0.0
Alejandro Fernández Almendras,0,Huacho,2009-05-14,0.0,0.0
Helvécio Ratton,0,Uma Onda no Ar,2002-09-06,0.0,0.0
Peter Luisi,0,The Sandman,2011-01-18,0.0,0.0
Frances Marion,0,Stella Maris,1918-01-21,0.0,0.0
Ralf M. Mendle,0,Alive and Ticking,2011-07-07,0.0,0.0
Mary McDonagh Murphy,0,"Hey, Boo: Harper Lee & To Kill a Mockingbird",2011-05-13,0.0,26488.0
Kenneth Johnson,0,Don't Look Under the Bed,1999-10-09,0.0,0.0
Adam Simon,0,The American Nightmare,2000-09-11,0.0,0.0
Jean-Pierre Guérin,0,Le grand soir,2012-06-06,0.0,0.0
Marion Vernoux,0,Empty Days,2000-02-21,0.0,0.0
Minoru Kawasaki,0,The Monster X Strikes Back: Attack the G8 Summit,2008-10-26,0.0,0.0
John Barry,4.779647425,The Living Daylights,1987-06-29,40000000.0,191185897.0
Victor Sjöström,0,The Outlaw and His Wife,1918-01-01,0.0,0.0
Marshall Neilan,0,Daddy-Long-Legs,1919-05-11,0.0,0.0
Cecil B. DeMille,0,Don't Change Your Husband,1919-01-26,0.0,0.0
Abel Gance,0,J'accuse!,1919-04-25,0.0,0.0
Jonathan Nossiter,0.64,Sunday,1997-08-27,450.0,288.0
Richard Day,0.0,Blind Husbands,1919-10-21,42.0,0.0
Markus Sehr,0,Eine Insel namens Udo,2011-06-16,0.0,0.0
Sebastian Dehnhardt,0,Klitschko,2011-06-15,0.0,0.0
Freddie Francis,0,The Ghoul,1975-07-11,0.0,0.0
Josh Becker,0,Hercules in the Maze of the Minotaur,1994-11-19,0.0,0.0
Guel Arraes,0,Caramuru: The Invention of Brazil,2001-11-09,0.0,0.0
André Klotzel,0,Posthumous Memories,2001-08-17,0.0,0.0
Charles Binamé,0,Cyberbully,2011-07-16,0.0,0.0
Shim Hyung-Rae,1.2462686567164178,The Last Godfather,2010-12-29,13400000.0,16700000.0
Ken Russell,0,Salome's Last Dance,1988-05-06,0.0,331000.0
Liz Garbus,0,There's Something Wrong with Aunt Diane,2011-07-25,0.0,0.0
Ryû Murakami,0,Love & Pop,1998-09-01,0.0,0.0
Harald Reinl,0,The Desperado Trail,1965-10-14,0.0,0.0
Phedon Papamichael,0,Wild Palms,1993-05-16,0.0,0.0
Elijah Drenner,0,American Grindhouse,2010-03-13,0.0,0.0
Ross Patterson,0,Poolboy - Drowning Out the Fury,2011-07-22,0.0,0.0
Sandro Continenza,0,The Day the Sky Exploded,1958-09-04,0.0,0.0
Aline Brosh McKenna,1.2729789583333333,I Don't Know How She Does It,2011-09-16,24000000.0,30551495.0
Hideo Oguni,0,Warning from Space,1956-01-29,0.0,0.0
Leonid Nechayev,0,Do Not Leave...,1989-12-06,0.0,0.0
U. Roberto Romano,0.0,The Harvest (La Cosecha),2011-07-29,56000.0,0.0
Klaus Badelt,0,Seven Days in Utopia,2011-09-02,0.0,0.0
